2024-12-29 11:07:15: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.89m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:40: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.56m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:41: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.50m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:42: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:43: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=10.24m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.48m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.65m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.61m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:44: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=10.05m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:45: Acceleration=10.01m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.62m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.66m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.97m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:46: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=10.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=10.21m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=10.08m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.42m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.54m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:47: Acceleration=10.05m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=10.28m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=10.07m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:48: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.95m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:49: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.92m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:50: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.92m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=9.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:51: Acceleration=10.12m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=10.11m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.45m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.49m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.63m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=10.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=10.50m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:52: Acceleration=10.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=10.33m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=10.07m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=9.52m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=8.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=8.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=10.20m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=11.18m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=10.65m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=9.59m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:53: Acceleration=9.41m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=9.23m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=9.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=10.53m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=9.53m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=10.00m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=10.08m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=10.09m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:54: Acceleration=10.24m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=10.44m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=10.32m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.51m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.16m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.65m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.55m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=9.93m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=10.21m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:55: Acceleration=10.32m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.98m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.56m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.62m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.43m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.37m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:56: Acceleration=9.95m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=10.64m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=10.10m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.44m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.19m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.69m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=10.17m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=10.38m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.60m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:57: Acceleration=9.48m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=9.41m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=9.53m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=10.00m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=10.36m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=10.27m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=9.65m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=10.10m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:58: Acceleration=10.05m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=10.09m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=10.09m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.96m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.59m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.48m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=10.07m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:59: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.93m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:00: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.93m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=10.01m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.97m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:01: Acceleration=9.96m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.55m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.48m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.44m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=11.61m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=10.23m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:02: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=10.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=10.23m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=10.18m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:03: Acceleration=9.36m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=8.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=9.89m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=11.54m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=10.18m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=10.18m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=9.49m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=9.64m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=10.04m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:04: Acceleration=9.51m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=9.97m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=10.03m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=11.07m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=9.09m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=9.53m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=8.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=8.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=10.44m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:05: Acceleration=12.26m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=10.14m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=10.24m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=10.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.30m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=11.06m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.44m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.65m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:06: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.20m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=8.47m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.29m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=10.05m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=8.95m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=8.55m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:07: Acceleration=9.40m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:08: Acceleration=9.38m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:08: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 15:00:08: Acceleration=10.05m/s^2, Velocity=0.0km/h, Status=NORMAL
